date,time,DOY,CHK__1_1_1,DAQM_T_1_1_1,VIN_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RG_1_1_1,RH_1_1_1,RH_2_1_1,RN_1_1_1,SHFSENS_1_1_1,SHFSENS_2_1_1,SHFSENS_3_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,TA_1_1_1,TA_2_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[OTHER],[C],[V],[µmol/m^2/s],[m],[W/m^2],[%],[%],[W/m^2],[OTHER],[OTHER],[OTHER],[W/m^2],[W/m^2],[W/m^2],[m^3/m^3],[m^3/m^3],[m^3/m^3],[K],[K],[K],[K],[K]
2023-02-25,12:00,56.4999,109.333,24.2214,12.2677,880.099,0.00000,456.464,79.7932,79.5992,380.537,0.616000E-04,0.560357E-04,0.585300E-04,-0.396906,-3.83605,-4.53361,0.254700,0.263000,0.320000,291.173,290.194,290.543,290.150,290.150
2023-02-25,12:30,56.5207,137.967,24.4133,12.2599,716.748,0.00000,370.542,83.7120,80.9849,322.753,0.616000E-04,0.559670E-04,0.585300E-04,3.03035,-3.19412,-3.60308,0.253267,0.263000,0.319000,290.681,290.033,290.917,290.150,290.277
2023-02-25,13:00,56.5415,146.133,24.1284,12.2680,351.578,0.00000,187.033,86.1238,84.7475,146.383,0.616000E-04,0.559498E-04,0.585300E-04,6.82524,-2.77174,-3.23328,0.253000,0.261533,0.319000,290.245,289.620,291.127,290.297,290.350
2023-02-25,13:30,56.5624,133.600,23.6221,12.2677,744.359,0.00000,386.179,85.9212,83.0192,318.117,0.616000E-04,0.559498E-04,0.585300E-04,7.87640,-2.57495,-3.11684,0.253200,0.261000,0.319000,290.277,289.804,291.263,290.350,290.350
2023-02-25,14:00,56.5832,104.900,23.5299,12.2678,616.319,0.00000,323.933,84.2765,82.4198,255.346,0.616000E-04,0.559498E-04,0.585300E-04,7.81082,-2.43584,-2.93896,0.254200,0.261000,0.319567,290.642,290.056,291.350,290.350,290.350
2023-02-25,14:30,56.6040,125.300,23.4633,12.2677,604.292,0.00000,316.641,84.9021,82.6256,259.128,0.616000E-04,0.559498E-04,0.585300E-04,7.91841,-2.31735,-2.78638,0.252667,0.261000,0.320400,290.358,289.824,291.450,290.350,290.350
2023-02-25,15:00,56.6248,111.767,23.3003,12.2675,262.649,0.00000,135.141,90.8561,90.3780,86.9322,0.616000E-04,0.559498E-04,0.585300E-04,8.13729,-2.19817,-2.63860,0.252000,0.260400,0.319467,289.857,289.243,291.550,290.350,290.350
2023-02-25,15:30,56.6457,93.7667,22.8719,12.2676,280.460,0.00000,143.307,92.6041,91.5268,115.444,0.616000E-04,0.559498E-04,0.585300E-04,7.82233,-2.11651,-2.52254,0.252100,0.259000,0.318867,289.669,289.175,291.550,290.350,290.357
2023-02-25,16:00,56.6665,121.833,22.6034,12.2674,150.601,0.00000,72.3049,92.8959,91.1296,43.8847,0.616000E-04,0.559498E-04,0.585300E-04,6.85877,-2.11425,-2.47947,0.252567,0.259000,0.319000,289.629,289.178,291.550,290.350,290.393
2023-02-25,16:30,56.6873,93.6667,22.2385,12.2674,56.2471,0.00000,27.8937,97.9428,96.9129,2.08570,0.616000E-04,0.559498E-04,0.585300E-04,5.64053,-2.14828,-2.48385,0.251667,0.259000,0.319000,289.119,288.661,291.550,290.350,290.440
2023-02-25,17:00,56.7082,119.633,21.8307,12.2672,56.5695,0.00000,28.1123,98.7311,96.8533,-0.426638,0.616000E-04,0.559498E-04,0.585300E-04,4.28853,-2.22492,-2.52612,0.251067,0.259000,0.319000,288.985,288.632,291.397,290.350,290.443
2023-02-25,17:30,56.7290,92.7333,21.5591,12.2668,18.2567,0.00000,7.81793,99.0857,96.5694,-15.4977,0.616000E-04,0.559498E-04,0.585300E-04,2.85849,-2.34864,-2.61875,0.251000,0.259000,0.319000,288.945,288.588,291.343,290.350,290.450
2023-02-25,18:00,56.7498,143.067,21.3138,12.2667,5.31874,0.00000,1.76554,99.8262,97.1330,-18.8690,0.616000E-04,0.559498E-04,0.585300E-04,1.49692,-2.49107,-2.74083,0.251200,0.259000,0.319000,288.682,288.306,291.163,290.350,290.443
2023-02-25,18:30,56.7707,107.500,21.1000,12.2583,0.356090,0.00000,0.769525E-01,99.3518,95.9240,-24.4254,0.616000E-04,0.557264E-04,0.585300E-04,0.807354,-2.35223,-2.28281,0.251067,0.259000,0.319000,288.559,288.276,291.150,290.350,290.417
2023-02-25,19:00,56.7915,120.433,20.8724,12.2663,0.802217E-01,0.00000,0.177922E-03,100.267,96.9417,-19.4046,0.616000E-04,0.556706E-04,0.585300E-04,-0.698999,-2.62608,-2.60499,0.251300,0.259000,0.318933,288.354,288.078,291.093,290.350,290.407
2023-02-25,19:30,56.8123,106.167,20.7026,12.2661,0.425151E-01,0.100000E-03,-0.217879E-05,100.360,97.9311,-14.0648,0.616000E-04,0.556706E-04,0.585300E-04,-1.96715,-2.95402,-3.07012,0.250900,0.259133,0.318533,288.307,288.005,291.050,290.350,290.357
2023-02-25,20:00,56.8331,131.867,20.5557,12.2661,0.198289E-01,0.00000,0.150326E-03,100.376,97.8330,-15.8177,0.616000E-04,0.556706E-04,0.585300E-04,-2.95797,-3.19398,-3.35599,0.249733,0.259033,0.317200,288.172,287.873,290.890,290.350,290.350
